Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Phosphorus,Potassium,Fertilizer
33,56,31,Clayey,Paddy,26,49,74,10-26-26
33,78,50,Red,Pulses,53,37,53,20-20
31,48,48,Red,Sugarcane,22,37,39,Urea
28,72,41,Clayey,Wheat,49,36,17,MOP
39,65,50,Sandy,Paddy,22,38,36,Urea
18,56,49,Sandy,Sugarcane,60,10,43,DAP
32,42,71,Red,Maize,25,34,68,10-26-26
34,48,24,Red,Maize,39,80,25,14-35-14
37,41,71,Black,Paddy,27,68,25,14-35-14
38,43,69,Clayey,Cotton,46,13,37,DAP
18,40,78,Red,Pulses,24,35,38,Urea
29,50,56,Clayey,Cotton,35,29,40,28-28
39,64,31,Clayey,Wheat,42,11,49,DAP
20,39,71,Loamy,Wheat,18,35,25,Urea
34,45,67,Sandy,Sugarcane,32,40,12,MOP
33,33,40,Sandy,Maize,42,30,41,28-28
38,30,80,Red,Cotton,39,16,44,DAP
40,52,54,Black,Cotton,21,55,22,14-35-14
37,53,27,Red,Maize,41,36,54,20-20
40,46,82,Loamy,Sugarcane,56,48,14,MOP
39,45,24,Sandy,Sugarcane,55,39,11,MOP
35,52,71,Clayey,Pulses,14,23,32,Urea
19,39,40,Sandy,Sugarcane,36,12,44,DAP
37,67,35,Clayey,Wheat,49,41,51,20-20
26,47,74,Sandy,Wheat,37,19,37,DAP
22,74,53,Loamy,Wheat,32,29,40,28-28
27,54,81,Clayey,Maize,39,32,30,28-28
25,65,46,Red,Wheat,34,40,33,28-28
31,66,46,Loamy,Maize,10,40,21,Urea
29,40,82,Black,Wheat,29,67,30,14-35-14
39,82,28,Black,Paddy,52,14,30,DAP
27,39,37,Sandy,Paddy,14,21,30,Urea
35,36,55,Black,Cotton,36,42,25,28-28
30,78,55,Loamy,Cotton,43,15,43,DAP
36,33,49,Loamy,Sugarcane,18,36,37,Urea
28,44,64,Clayey,Maize,35,35,50,20-20
18,54,55,Black,Paddy,45,20,37,DAP
38,74,68,Loamy,Cotton,16,35,24,Urea
27,57,37,Red,Paddy,53,41,16,MOP
23,33,75,Loamy,Wheat,25,56,35,14-35-14
20,42,54,Black,Sugarcane,22,55,34,14-35-14
33,41,26,Sandy,Paddy,55,56,38,20-20
39,73,38,Clayey,Pulses,32,41,18,MOP
18,61,81,Clayey,Sugarcane,34,45,32,28-28
25,76,22,Loamy,Wheat,32,38,28,28-28
32,67,22,Clayey,Sugarcane,16,35,33,Urea
19,44,79,Red,Wheat,44,34,10,MOP
35,33,36,Black,Sugarcane,37,37,64,10-26-26
29,59,52,Red,Cotton,40,20,35,DAP
18,73,75,Clayey,Cotton,58,30,11,MOP
37,65,47,Sandy,Wheat,24,30,63,10-26-26
19,66,84,Black,Paddy,33,11,38,DAP
31,51,40,Loamy,Pulses,51,11,38,DAP
32,79,55,Clayey,Paddy,32,33,29,28-28
20,48,48,Loamy,Cotton,38,42,13,MOP
39,37,77,Sandy,Paddy,41,33,33,28-28
26,60,44,Red,Paddy,50,45,35,20-20
37,32,41,Black,Sugarcane,12,33,29,Urea
36,39,58,Red,Pulses,36,69,37,14-35-14
24,61,27,Loamy,Wheat,36,58,22,14-35-14
21,42,52,Clayey,Maize,42,40,59,20-20
19,50,62,Loamy,Pulses,13,27,23,Urea
20,58,27,Red,Wheat,11,39,28,Urea
24,80,58,Red,Maize,23,40,33,Urea
20,58,36,Loamy,Sugarcane,42,17,46,DAP
28,67,85,Loamy,Wheat,48,41,17,MOP
22,82,80,Red,Maize,27,35,34,28-28
18,51,81,Black,Wheat,14,32,23,Urea
30,84,63,Red,Wheat,29,34,32,28-28
38,57,77,Red,Cotton,22,36,74,10-26-26
34,57,85,Black,Cotton,32,57,35,20-20
28,84,35,Red,Maize,44,42,45,28-28
39,72,52,Red,Wheat,44,42,28,28-28
24,81,61,Red,Wheat,36,36,25,28-28
36,44,73,Sandy,Sugarcane,34,57,23,14-35-14
26,61,27,Red,Sugarcane,41,20,30,DAP
19,51,36,Clayey,Sugarcane,26,27,43,28-28
18,41,85,Red,Paddy,25,65,29,14-35-14
32,60,42,Loamy,Paddy,49,33,30,20-20
25,42,84,Sandy,Wheat,48,40,37,20-20
35,50,59,Black,Wheat,40,71,23,14-35-14
27,35,42,Loamy,Wheat,38,70,31,14-35-14
30,59,85,Black,Sugarcane,47,51,34,20-20
22,71,60,Sandy,Pulses,36,48,18,MOP
37,76,32,Loamy,Maize,50,14,40,DAP
28,69,59,Loamy,Sugarcane,18,33,34,Urea
20,83,37,Black,Cotton,12,37,29,Urea
19,37,50,Loamy,Wheat,30,42,56,10-26-26
33,85,55,Loamy,Pulses,31,16,32,DAP
29,49,52,Black,Cotton,43,34,42,28-28
38,42,65,Sandy,Cotton,15,26,32,Urea
24,72,60,Clayey,Wheat,31,46,16,MOP
39,75,67,Loamy,Sugarcane,34,17,47,DAP
18,46,55,Clayey,Paddy,56,45,19,MOP
31,56,57,Sandy,Sugarcane,38,45,11,MOP
25,62,34,Clayey,Pulses,10,35,29,Urea
32,69,37,Loamy,Pulses,43,48,12,MOP
35,79,83,Black,Maize,52,59,36,20-20
18,62,24,Sandy,Cotton,43,18,30,DAP
28,47,51,Sandy,Paddy,12,20,33,Urea
18,84,64,Black,Wheat,27,28,26,28-28
23,31,66,Loamy,Pulses,13,31,25,Urea
34,30,60,Sandy,Pulses,32,19,33,DAP
35,51,58,Loamy,Paddy,34,43,58,20-20
24,84,70,Clayey,Paddy,25,39,28,Urea
29,76,62,Black,Cotton,14,25,23,Urea
37,62,50,Clayey,Sugarcane,34,34,30,20-20
34,51,63,Red,Sugarcane,30,36,37,28-28
26,45,33,Red,Maize,34,79,37,14-35-14
22,77,42,Sandy,Paddy,38,34,14,MOP
27,67,71,Clayey,Wheat,32,53,46,20-20
29,65,81,Black,Cotton,26,79,33,14-35-14
20,65,66,Sandy,Cotton,26,32,64,10-26-26
34,50,50,Sandy,Cotton,20,36,69,10-26-26
30,83,45,Red,Cotton,31,30,31,28-28
29,49,67,Loamy,Maize,40,13,46,DAP
27,60,35,Black,Wheat,24,20,33,Urea
25,36,40,Sandy,Cotton,50,46,13,MOP
31,85,62,Black,Pulses,26,34,73,10-26-26
20,48,54,Clayey,Maize,35,14,50,DAP
28,33,77,Loamy,Maize,35,47,68,10-26-26
24,64,60,Black,Paddy,30,35,19,MOP
35,36,28,Black,Paddy,35,59,21,14-35-14
22,52,76,Sandy,Maize,58,30,37,20-20
32,66,67,Clayey,Wheat,37,42,26,28-28
29,32,33,Sandy,Maize,17,32,29,Urea
22,35,73,Red,Cotton,25,74,37,14-35-14
29,39,57,Loamy,Pulses,24,24,28,Urea
37,76,74,Red,Cotton,32,49,11,MOP
20,51,33,Loamy,Maize,18,34,34,Urea
26,72,50,Sandy,Maize,34,57,35,14-35-14
32,36,78,Loamy,Sugarcane,38,17,41,DAP
22,64,70,Loamy,Cotton,40,61,31,14-35-14
23,47,82,Loamy,Pulses,26,57,32,14-35-14
39,76,75,Red,Paddy,49,42,15,MOP
30,30,32,Sandy,Cotton,32,65,25,14-35-14
40,70,70,Sandy,Sugarcane,21,70,20,14-35-14
21,63,69,Clayey,Cotton,14,20,38,Urea
38,59,51,Loamy,Maize,24,25,21,Urea
29,44,74,Sandy,Wheat,11,38,35,Urea
34,43,59,Clayey,Pulses,25,20,21,Urea
32,66,52,Sandy,Maize,16,40,32,Urea
24,42,54,Clayey,Cotton,43,15,39,DAP
23,38,35,Red,Wheat,18,40,37,Urea
23,72,30,Black,Wheat,32,65,31,14-35-14
32,59,25,Loamy,Sugarcane,31,46,55,10-26-26
28,51,50,Red,Paddy,17,32,24,Urea
23,79,76,Black,Pulses,18,34,21,Urea
28,71,48,Loamy,Cotton,36,41,13,MOP
31,49,33,Red,Pulses,36,37,13,MOP
36,31,57,Clayey,Maize,21,33,36,Urea
20,64,71,Clayey,Paddy,24,39,32,Urea
19,83,20,Loamy,Sugarcane,33,39,72,10-26-26
25,34,58,Loamy,Cotton,37,40,57,10-26-26
34,60,59,Sandy,Paddy,54,16,47,DAP
24,47,84,Red,Wheat,28,35,80,10-26-26
22,55,68,Red,Wheat,36,59,56,20-20
18,30,31,Loamy,Cotton,21,24,30,Urea
27,56,68,Clayey,Wheat,15,29,40,Urea
34,61,32,Red,Wheat,37,16,38,DAP
30,63,63,Clayey,Wheat,40,28,36,28-28
28,64,69,Clayey,Cotton,44,37,11,MOP
36,73,24,Sandy,Maize,21,73,25,14-35-14
24,56,46,Sandy,Paddy,20,38,36,Urea
24,85,39,Red,Maize,33,35,11,MOP
37,54,57,Clayey,Paddy,55,33,18,MOP
29,69,55,Clayey,Wheat,22,78,33,14-35-14
35,58,43,Loamy,Maize,21,27,37,Urea
25,55,31,Black,Wheat,53,18,33,DAP
24,43,25,Sandy,Wheat,19,20,22,Urea
21,77,59,Red,Sugarcane,43,28,31,28-28
31,42,80,Black,Pulses,26,74,33,14-35-14
30,67,77,Black,Pulses,20,67,36,14-35-14
25,68,83,Sandy,Cotton,45,31,46,20-20
28,83,36,Sandy,Maize,36,28,45,28-28
36,82,70,Clayey,Sugarcane,36,27,25,28-28
36,69,79,Red,Sugarcane,35,30,59,10-26-26
27,36,27,Black,Maize,56,39,12,MOP
38,61,65,Sandy,Paddy,43,38,39,20-20
35,60,28,Red,Sugarcane,53,10,39,DAP
29,37,56,Black,Wheat,14,38,26,Urea
30,47,32,Red,Sugarcane,25,32,79,10-26-26
30,32,80,Clayey,Cotton,10,24,29,Urea
35,67,45,Red,Paddy,24,57,38,14-35-14
22,47,20,Sandy,Cotton,22,21,38,Urea
28,77,62,Clayey,Pulses,27,50,76,10-26-26
34,36,61,Red,Maize,56,40,16,MOP
19,81,25,Clayey,Wheat,21,36,38,Urea
38,32,78,Red,Pulses,27,48,80,10-26-26
23,35,69,Red,Paddy,35,26,43,28-28
30,58,33,Clayey,Wheat,18,25,40,Urea
31,56,35,Sandy,Pulses,14,23,38,Urea
24,32,73,Black,Pulses,29,34,70,10-26-26
23,70,35,Black,Wheat,32,49,78,10-26-26
24,69,45,Loamy,Wheat,38,10,31,DAP
18,66,66,Loamy,Paddy,40,37,14,MOP
19,36,64,Loamy,Sugarcane,37,57,24,14-35-14
37,52,75,Sandy,Sugarcane,34,45,71,10-26-26
34,59,36,Red,Wheat,24,30,31,Urea
26,40,20,Clayey,Sugarcane,34,42,41,28-28
33,31,61,Clayey,Wheat,56,32,45,20-20
18,65,53,Clayey,Sugarcane,33,32,56,20-20
31,81,59,Black,Wheat,20,44,70,10-26-26
37,72,75,Black,Cotton,25,28,27,Urea
22,61,78,Sandy,Maize,45,27,38,28-28
31,63,32,Clayey,Cotton,52,45,15,MOP
32,69,24,Loamy,Maize,34,43,69,10-26-26
35,35,62,Sandy,Sugarcane,52,57,38,20-20
38,75,53,Red,Maize,59,50,10,MOP
37,78,58,Loamy,Cotton,24,72,36,14-35-14
21,43,21,Loamy,Pulses,40,31,40,28-28
36,49,34,Black,Maize,27,48,60,10-26-26
37,69,49,Red,Sugarcane,33,46,78,10-26-26
27,33,46,Clayey,Sugarcane,38,13,49,DAP
31,32,41,Sandy,Sugarcane,25,44,37,28-28
22,56,34,Loamy,Wheat,29,75,32,14-35-14
21,55,38,Black,Cotton,34,61,27,14-35-14
23,31,33,Black,Pulses,11,26,20,Urea
26,49,38,Clayey,Pulses,40,43,12,MOP
37,74,26,Clayey,Paddy,24,68,30,14-35-14
23,62,23,Black,Paddy,47,47,20,MOP
39,33,66,Black,Paddy,27,66,25,14-35-14
38,33,39,Black,Sugarcane,23,24,30,Urea
39,81,20,Loamy,Sugarcane,43,43,15,MOP
30,73,33,Loamy,Paddy,26,71,28,14-35-14
29,45,75,Sandy,Cotton,21,79,27,14-35-14
18,71,57,Sandy,Pulses,11,40,21,Urea
28,47,59,Black,Cotton,19,22,22,Urea
18,68,21,Sandy,Wheat,41,53,39,20-20
22,67,82,Black,Maize,51,13,37,DAP
18,32,58,Loamy,Maize,35,47,67,10-26-26
23,63,65,Sandy,Cotton,51,52,38,20-20
32,67,62,Sandy,Maize,34,32,37,28-28
30,78,37,Loamy,Paddy,39,31,80,10-26-26
39,53,32,Clayey,Maize,25,78,28,14-35-14
33,59,62,Red,Maize,20,63,25,14-35-14
28,82,84,Black,Paddy,30,36,62,10-26-26
18,45,76,Loamy,Sugarcane,27,37,74,10-26-26
31,35,29,Sandy,Paddy,16,22,22,Urea
23,47,34,Red,Maize,59,15,45,DAP
21,50,83,Loamy,Pulses,43,43,18,MOP
24,64,40,Black,Paddy,22,29,38,Urea
30,39,44,Sandy,Pulses,44,38,20,MOP
26,68,85,Red,Pulses,54,15,43,DAP
28,81,31,Clayey,Pulses,26,62,40,14-35-14
35,46,84,Loamy,Paddy,54,48,45,20-20
20,59,47,Red,Cotton,35,47,54,20-20
23,43,57,Red,Maize,44,36,32,28-28
18,78,50,Sandy,Paddy,37,64,40,14-35-14
19,45,41,Red,Cotton,44,15,49,DAP
35,51,33,Sandy,Wheat,36,43,39,28-28
29,41,62,Sandy,Cotton,41,28,26,28-28
21,44,85,Black,Sugarcane,33,59,40,20-20
39,78,40,Sandy,Wheat,36,30,57,20-20
31,73,45,Clayey,Paddy,42,13,31,DAP
25,74,46,Loamy,Sugarcane,59,45,13,MOP
28,70,30,Clayey,Wheat,28,36,30,28-28
37,62,49,Black,Sugarcane,32,49,12,MOP
20,64,63,Clayey,Maize,57,44,20,MOP
18,74,66,Sandy,Paddy,37,13,50,DAP
23,58,55,Loamy,Cotton,23,78,32,14-35-14
35,74,52,Clayey,Wheat,51,46,18,MOP
31,83,80,Clayey,Wheat,21,44,56,10-26-26
38,47,61,Sandy,Maize,22,78,36,14-35-14
30,82,77,Loamy,Wheat,33,56,37,20-20
23,45,65,Black,Sugarcane,32,31,44,20-20
25,33,57,Loamy,Maize,41,15,33,DAP
36,47,81,Black,Wheat,47,32,10,MOP
20,32,26,Sandy,Paddy,34,36,64,10-26-26
33,76,54,Loamy,Pulses,54,13,31,DAP
29,56,48,Black,Cotton,43,39,44,20-20
34,30,24,Sandy,Maize,58,47,19,MOP
22,45,33,Loamy,Paddy,33,49,14,MOP
18,38,48,Sandy,Sugarcane,45,59,52,20-20
23,38,54,Loamy,Wheat,39,47,35,20-20
33,55,81,Loamy,Cotton,33,37,58,10-26-26
35,63,24,Red,Maize,34,31,69,10-26-26
39,59,28,Red,Cotton,29,43,44,28-28
32,45,80,Sandy,Pulses,35,39,37,28-28
22,81,57,Red,Pulses,37,70,36,14-35-14
36,53,65,Sandy,Paddy,39,50,65,10-26-26
27,35,38,Loamy,Paddy,28,32,62,10-26-26
27,55,30,Loamy,Sugarcane,32,32,42,28-28
22,40,55,Sandy,Wheat,23,74,29,14-35-14
32,41,32,Red,Sugarcane,35,39,29,28-28
18,77,57,Loamy,Paddy,35,33,29,28-28
34,32,51,Clayey,Cotton,33,78,39,14-35-14
37,44,27,Black,Sugarcane,55,44,15,MOP
40,75,53,Black,Pulses,25,37,21,Urea
28,54,65,Loamy,Pulses,46,46,45,20-20
34,44,28,Red,Sugarcane,33,32,10,MOP
20,64,32,Black,Cotton,33,57,28,14-35-14
23,85,78,Clayey,Cotton,48,33,12,MOP
35,64,23,Red,Maize,34,37,74,10-26-26
29,51,50,Loamy,Wheat,21,21,30,Urea
37,83,26,Clayey,Pulses,23,25,38,Urea
28,42,54,Loamy,Sugarcane,51,60,34,20-20
19,82,36,Loamy,Cotton,52,60,37,20-20
23,41,84,Red,Paddy,25,44,36,28-28
32,72,84,Black,Wheat,52,49,18,MOP
18,32,63,Red,Paddy,40,66,24,14-35-14
33,51,46,Clayey,Maize,40,19,41,DAP
33,34,44,Black,Maize,42,36,30,28-28
37,65,43,Red,Wheat,58,18,49,DAP
40,70,43,Black,Cotton,39,11,45,DAP
29,73,24,Loamy,Wheat,46,38,42,20-20
33,45,42,Black,Sugarcane,48,34,17,MOP
34,40,46,Red,Sugarcane,41,42,12,MOP
33,83,77,Red,Cotton,40,38,31,28-28
34,48,77,Black,Paddy,56,15,33,DAP
22,38,40,Clayey,Paddy,22,37,72,10-26-26
31,41,37,Clayey,Maize,39,44,73,10-26-26
25,61,46,Clayey,Paddy,28,31,71,10-26-26
33,65,42,Black,Sugarcane,52,38,16,MOP
29,55,37,Red,Pulses,18,38,22,Urea
31,51,71,Clayey,Maize,45,45,51,20-20
23,84,20,Clayey,Sugarcane,20,33,29,Urea
40,73,54,Sandy,Pulses,47,34,11,MOP
32,65,56,Clayey,Sugarcane,20,23,23,Urea
40,82,21,Loamy,Paddy,15,40,22,Urea
39,77,66,Clayey,Wheat,29,72,20,14-35-14
33,82,36,Sandy,Pulses,52,47,18,MOP
18,32,34,Black,Cotton,34,56,38,14-35-14
31,83,83,Clayey,Sugarcane,25,33,35,28-28
31,83,25,Black,Paddy,40,42,49,20-20
19,62,31,Black,Pulses,40,35,49,20-20
37,30,64,Sandy,Paddy,22,61,37,14-35-14
33,82,32,Red,Paddy,32,66,34,14-35-14
36,79,24,Loamy,Sugarcane,28,64,21,14-35-14
27,56,52,Red,Maize,53,13,42,DAP
39,81,74,Red,Maize,45,12,50,DAP
19,50,48,Black,Cotton,32,70,39,14-35-14
39,42,79,Black,Cotton,32,38,73,10-26-26
22,70,27,Clayey,Pulses,54,12,48,DAP
29,64,66,Loamy,Cotton,59,43,54,20-20
30,72,25,Sandy,Pulses,11,26,24,Urea
25,66,60,Clayey,Paddy,40,73,20,14-35-14
21,33,78,Loamy,Paddy,22,63,37,14-35-14
31,30,37,Sandy,Paddy,42,30,44,28-28
25,68,69,Black,Maize,56,41,39,20-20
27,50,22,Loamy,Maize,19,34,33,Urea
19,59,32,Loamy,Pulses,20,49,71,10-26-26
38,60,49,Red,Pulses,56,35,57,20-20
25,80,34,Black,Wheat,38,72,37,14-35-14
21,71,79,Black,Maize,32,35,80,10-26-26
19,79,80,Sandy,Pulses,60,59,34,20-20
24,41,79,Loamy,Pulses,37,16,31,DAP
18,40,73,Sandy,Cotton,43,34,50,20-20
22,53,67,Sandy,Cotton,53,31,40,20-20
25,53,34,Loamy,Sugarcane,54,47,60,20-20
22,72,70,Red,Cotton,48,18,36,DAP
40,37,45,Clayey,Sugarcane,56,38,19,MOP
27,60,28,Black,Pulses,38,30,12,MOP
39,83,33,Red,Wheat,22,37,22,Urea
21,45,35,Black,Sugarcane,48,38,14,MOP
18,58,40,Clayey,Pulses,37,27,34,28-28
36,78,48,Sandy,Pulses,33,25,44,28-28
22,44,47,Sandy,Sugarcane,58,43,55,20-20
40,61,67,Loamy,Paddy,25,49,60,10-26-26
28,73,26,Black,Cotton,21,35,55,10-26-26
30,69,36,Loamy,Sugarcane,26,37,35,28-28
18,81,42,Sandy,Paddy,52,57,46,20-20
32,59,31,Black,Maize,37,66,26,14-35-14
39,62,56,Clayey,Paddy,56,36,39,20-20
33,77,53,Red,Maize,23,35,20,Urea
33,82,60,Loamy,Sugarcane,31,47,70,10-26-26
24,30,67,Clayey,Wheat,53,14,36,DAP
33,32,35,Clayey,Maize,58,59,55,20-20
21,70,25,Black,Wheat,53,31,60,20-20
28,58,48,Black,Wheat,36,34,16,MOP
37,71,73,Clayey,Sugarcane,33,36,31,20-20
26,67,27,Black,Paddy,52,51,45,20-20
27,59,26,Red,Sugarcane,32,63,38,14-35-14
24,78,54,Loamy,Wheat,20,66,27,14-35-14
24,65,61,Loamy,Pulses,27,49,59,10-26-26
28,34,47,Loamy,Sugarcane,31,47,11,MOP
29,32,36,Red,Maize,25,42,43,28-28
40,46,39,Loamy,Wheat,28,35,34,28-28
24,75,74,Clayey,Wheat,38,46,20,MOP
21,44,74,Clayey,Cotton,29,79,37,14-35-14
39,39,81,Clayey,Maize,35,37,20,MOP
20,61,66,Sandy,Wheat,37,33,14,MOP
31,75,43,Clayey,Cotton,57,14,35,DAP
39,83,63,Black,Pulses,20,20,39,Urea
36,75,77,Sandy,Wheat,22,36,38,Urea
36,30,23,Sandy,Paddy,40,45,57,10-26-26
34,50,56,Sandy,Sugarcane,34,10,31,DAP
21,79,82,Clayey,Pulses,58,10,31,DAP
23,70,78,Sandy,Maize,22,36,22,Urea
38,33,21,Black,Wheat,44,54,32,20-20
33,55,66,Sandy,Sugarcane,41,35,25,28-28
27,70,23,Red,Sugarcane,31,44,61,10-26-26
30,60,51,Clayey,Pulses,20,46,63,10-26-26
22,56,28,Loamy,Sugarcane,33,61,26,14-35-14
38,55,34,Sandy,Paddy,44,20,39,DAP
22,50,48,Red,Pulses,17,35,33,Urea
22,42,79,Clayey,Cotton,34,59,24,14-35-14
33,35,59,Loamy,Paddy,34,30,16,MOP
18,83,64,Loamy,Pulses,39,35,59,10-26-26
25,68,28,Red,Maize,43,32,40,28-28
19,80,83,Clayey,Paddy,14,24,31,Urea
33,72,45,Red,Cotton,22,70,37,14-35-14
18,52,68,Red,Cotton,19,30,36,Urea
31,53,50,Loamy,Wheat,34,46,57,10-26-26
33,71,67,Red,Paddy,46,46,16,MOP
25,73,33,Sandy,Wheat,42,26,42,28-28
36,49,22,Red,Wheat,36,50,70,10-26-26
30,48,67,Black,Maize,57,34,55,20-20
23,35,39,Red,Pulses,30,36,58,10-26-26
21,68,47,Loamy,Maize,50,50,12,MOP
37,37,32,Loamy,Paddy,14,23,29,Urea
22,65,31,Clayey,Cotton,41,44,52,20-20
28,72,58,Loamy,Cotton,30,14,50,DAP
33,37,43,Sandy,Cotton,36,61,34,14-35-14
25,64,40,Clayey,Cotton,58,44,19,MOP
30,72,47,Red,Wheat,36,49,20,MOP
18,61,37,Black,Pulses,43,37,40,28-28
35,76,54,Red,Maize,31,36,79,10-26-26
34,56,83,Red,Wheat,31,41,13,MOP
30,75,69,Red,Maize,32,31,32,28-28
22,47,71,Sandy,Paddy,25,61,26,14-35-14
28,70,56,Sandy,Sugarcane,49,14,46,DAP
33,63,48,Loamy,Wheat,44,50,47,20-20
40,83,31,Sandy,Wheat,31,45,18,MOP
20,70,24,Black,Pulses,27,38,67,10-26-26
28,32,65,Clayey,Pulses,41,31,11,MOP
30,43,76,Black,Maize,17,39,40,Urea
31,78,38,Clayey,Sugarcane,35,19,43,DAP
27,36,70,Loamy,Paddy,40,45,29,28-28
24,80,48,Red,Cotton,45,58,56,20-20
34,35,67,Sandy,Maize,41,47,15,MOP
38,52,60,Sandy,Cotton,29,36,40,28-28
19,80,46,Black,Pulses,14,21,22,Urea
28,37,32,Sandy,Cotton,58,40,12,MOP
35,65,54,Sandy,Wheat,24,45,60,10-26-26
39,78,68,Loamy,Paddy,35,45,33,28-28
29,59,31,Black,Wheat,39,41,13,MOP
25,49,49,Sandy,Maize,30,10,33,DAP
21,59,60,Red,Cotton,24,61,25,14-35-14
27,60,46,Red,Paddy,20,74,40,14-35-14
34,38,21,Clayey,Wheat,11,26,26,Urea
28,80,25,Sandy,Wheat,55,13,40,DAP
32,36,60,Black,Sugarcane,10,40,37,Urea
20,34,27,Loamy,Maize,48,30,57,20-20
21,32,38,Clayey,Sugarcane,42,47,32,20-20
29,82,58,Sandy,Cotton,20,73,25,14-35-14
18,73,84,Sandy,Sugarcane,33,39,33,28-28
39,63,73,Black,Pulses,29,61,26,14-35-14
20,78,85,Loamy,Wheat,49,32,13,MOP
18,61,40,Red,Maize,30,36,61,10-26-26
35,79,59,Black,Pulses,27,37,27,28-28
26,46,73,Loamy,Maize,32,36,20,MOP
18,38,53,Red,Cotton,45,38,14,MOP
26,62,79,Loamy,Paddy,34,60,30,14-35-14
18,45,25,Loamy,Maize,13,28,37,Urea
38,62,65,Black,Pulses,50,39,15,MOP
25,83,20,Sandy,Paddy,32,38,65,10-26-26
25,45,85,Loamy,Cotton,22,39,22,Urea
24,43,54,Loamy,Paddy,30,12,47,DAP
34,50,53,Clayey,Paddy,39,27,28,28-28
20,83,20,Black,Paddy,48,36,50,20-20
33,52,46,Black,Wheat,56,11,33,DAP
22,64,61,Black,Wheat,39,80,35,14-35-14
28,70,27,Clayey,Paddy,34,33,30,20-20
33,72,45,Clayey,Pulses,47,49,16,MOP
29,56,69,Clayey,Maize,45,40,39,28-28
38,59,82,Loamy,Paddy,39,46,15,MOP
21,68,52,Clayey,Pulses,29,67,26,14-35-14
18,76,47,Red,Paddy,30,69,25,14-35-14
18,33,35,Sandy,Wheat,32,38,35,28-28
22,56,47,Loamy,Maize,38,41,41,20-20
36,85,57,Black,Paddy,47,19,39,DAP
30,85,27,Black,Cotton,11,30,34,Urea
23,81,20,Red,Paddy,36,10,40,DAP
27,50,24,Clayey,Cotton,34,62,30,14-35-14
37,39,74,Sandy,Sugarcane,34,77,33,14-35-14
35,37,70,Sandy,Sugarcane,32,41,44,28-28
37,68,45,Sandy,Paddy,42,14,32,DAP
34,35,42,Sandy,Maize,32,14,42,DAP
28,46,40,Red,Maize,38,16,35,DAP
19,39,44,Sandy,Maize,23,32,32,Urea
40,35,36,Clayey,Cotton,59,35,39,20-20
34,75,34,Sandy,Maize,22,75,37,14-35-14
21,83,20,Clayey,Cotton,33,40,77,10-26-26
24,49,35,Clayey,Pulses,52,48,33,20-20
28,55,68,Loamy,Pulses,58,57,45,20-20
24,70,40,Red,Cotton,25,34,23,Urea
31,60,64,Black,Paddy,32,60,36,20-20
29,62,45,Sandy,Pulses,37,35,51,20-20
23,85,33,Red,Sugarcane,60,44,53,20-20
38,62,68,Black,Pulses,31,44,59,10-26-26
24,78,32,Clayey,Sugarcane,20,67,22,14-35-14
23,58,28,Black,Cotton,48,37,10,MOP
26,60,81,Loamy,Pulses,40,38,40,28-28
33,36,51,Red,Paddy,42,47,50,20-20
21,43,38,Loamy,Cotton,21,64,27,14-35-14
24,51,45,Clayey,Paddy,15,27,25,Urea
33,65,80,Loamy,Sugarcane,47,56,55,20-20
23,44,24,Red,Pulses,39,32,37,28-28
34,70,43,Sandy,Pulses,45,40,45,28-28
27,75,76,Loamy,Sugarcane,34,44,17,MOP
37,35,63,Black,Maize,56,12,45,DAP
28,84,22,Loamy,Sugarcane,20,74,27,14-35-14
18,37,20,Sandy,Maize,32,49,12,MOP
21,38,30,Sandy,Paddy,30,60,36,14-35-14
34,78,60,Loamy,Pulses,23,72,40,14-35-14
28,37,55,Black,Sugarcane,20,44,66,10-26-26
20,46,58,Loamy,Cotton,25,69,30,14-35-14
38,79,32,Clayey,Wheat,52,10,36,DAP
22,75,65,Black,Cotton,43,20,39,DAP
25,69,28,Black,Pulses,39,54,59,20-20
25,53,53,Clayey,Paddy,46,38,40,20-20
34,70,67,Loamy,Maize,41,44,11,MOP
33,48,62,Sandy,Cotton,51,20,35,DAP
25,34,72,Red,Sugarcane,33,46,20,MOP
24,53,27,Black,Maize,43,26,26,28-28
39,34,44,Loamy,Paddy,35,40,31,28-28
23,83,57,Clayey,Maize,32,36,71,10-26-26
39,30,70,Clayey,Pulses,47,46,59,20-20
28,84,71,Clayey,Cotton,34,31,17,MOP
28,75,46,Loamy,Cotton,15,29,21,Urea
33,81,76,Clayey,Sugarcane,25,68,30,14-35-14
34,37,73,Red,Maize,45,37,10,MOP
30,42,80,Loamy,Wheat,35,42,44,28-28
28,67,61,Black,Pulses,38,35,59,20-20
30,53,33,Black,Pulses,40,36,14,MOP
23,43,35,Red,Pulses,25,27,39,Urea
39,36,27,Sandy,Cotton,39,33,15,MOP
36,68,31,Sandy,Paddy,39,35,30,28-28
27,55,36,Sandy,Pulses,44,48,14,MOP
30,36,81,Sandy,Pulses,43,19,42,DAP
20,47,84,Clayey,Sugarcane,22,36,30,Urea
40,54,66,Clayey,Paddy,48,36,10,MOP
27,43,68,Red,Maize,57,40,50,20-20
31,81,75,Sandy,Pulses,60,40,15,MOP
32,42,36,Clayey,Paddy,38,38,15,MOP
38,80,37,Sandy,Paddy,23,36,23,Urea
